ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
17, Fast and Precise License Matching Library ,"Detecting the contents of license documents is a major task for software that automatically analyzes software metadata, such as package managers. OSS...", mikit ," Mentor  Anshul Dutt Sharma, Gary O'Neall ", Organization  SPDX ,/archive/2021/projects/5387245866975232,https://github.com/m1kit/yalm-python/wiki/gsoc-final-report,No,No,"Detecting the contents of license documents is a major task for software that automatically analyzes software metadata, such as package managers. OSS licenses can be detected automatically by comparing the license document with templates of major OSS licenses managed by SPDX using a string algorithm. However, typical string comparison algorithms are vulnerable to small additions of malicious wording.
For this reason, SPDX has provided the guideline for matching license documents. In addition, several license detection algorithms have been implemented. Among them, spdx_python_licensematching aims to faithfully reproduce the guidelines.
The project is to implement the algorithm of spdx_python_licensematching with some improvements, so that package managers can actually use this algorithm as a library. The planned improvements are as follows:

Make it x100 faster, ~100ms
Output more useful data like confidence
Refactor it and publish on PyPI
Make it more accurate
Port it to Java and other languages","['https://github.com/m1kit/yalm-python/pull/18', 'https://github.com/m1kit/yalm-python/pull/18', 'https://github.com/m1kit/yalm-python/pull/22', 'https://github.com/m1kit/yalm-python/pull/28', 'https://github.com/m1kit/yalm-python/pull/6', 'https://github.com/m1kit/yalm-python/pull/25', 'https://github.com/m1kit/yalm-python/pull/29']","['https://github.com/m1kit/yalm-python/issues/30', 'https://github.com/m1kit/yalm-python/issues/31', 'https://github.com/m1kit/yalm-python/issues/32', 'https://github.com/m1kit/yalm-python/issues/33']"
18, M-extension support for SERV ,This project aims to design and integrate the integer “Multiplication and Division Unit (MDU)” with SERV core as a co-processor. The MDU will support..., Zeeshan Rafique ," Mentor  Stefan Wallentowitz, Olof Kindgren ", Organization  Free and Open Source Silicon Foundation ,/archive/2021/projects/5390461421748224,https://medium.com/@zrafique/gsoc21-with-fossi-foundation-ff1c869daec8,No,No,"This project aims to design and integrate the integer “Multiplication and Division Unit (MDU)” with SERV core as a co-processor. The MDU will support all of the instructions that are provided in The RISC-V Instruction Set Manual. Volume I: Unprivileged ISA chapter 7, M-Standard Extension for Integer Multiplication and Division, Version 2.0”. This MDU is to be designed in a way that it would use most of the DSP resources on the targeted FPGA board and it would be generic and parameterize so that it can easily be integrated with any of the RISC-V core.",[],[]
19, Java Loader using Java Native Interface ,Metacall acts as a middleware between two languages using which we can call function present in one language from another. Java is a high-level..., ketangupta34 , Mentor  Vicente E. Ferrer Garcia , Organization  MetaCall ,/archive/2021/projects/5393816529403904,https://medium.com/@metacall/google-summer-of-code-2021-implementing-a-java-loader-for-metacall-13223f966960,No,No,"Metacall acts as a middleware between two languages using which we can call function present in one language from another. Java is a high-level programming language that should be a part of the metacall project. The three APIs required for the project are embedding API, extension API, and bootstrap API, which can be implemented using the Java native interface(JNI). JNI acts as a bridge between the java bytecode and a native library like C or Cpp and allows us to call  Cpp functions from java and vice versa.",[],[]
20, First-Ever Tibetan Spell Checker ,The aim of this project is to create a Full-Stack web application that is capable of finding spelling mistakes that anyone across the  world can use., Mengan Wang ," Mentor  Drupchen Hildt, Tenzin Kaldan, Tenzin Tenzin ", Organization  Project WikiLoop ,/archive/2021/projects/5398052809998336,https://gist.github.com/Anan1218/53770864ad3ab6597634d3b64c051414,Yes,Yes,The aim of this project is to create a Full-Stack web application that is capable of finding spelling mistakes that anyone across the  world can use.,['https://github.com/10zinten/tibetan-spellchecker/pulls?q=is%3Apr+author%3AAnan1218'],[]
21, Visualization Of Systems-Level Gene Annotation  (UI-Side) ,This GSoC project proposes to create the UI side of a network-based hierarchical viewer to visualize gene annotation at various levels of systems..., Lokesh Rana , Mentor  Shraddha Pai , Organization  Open Genome Informatics ,/archive/2021/projects/5403262068457472,https://gist.github.com/lokeshrana/f6f31df634e0ed2b28ea971e1c7f2efe,No,Yes,"This GSoC project proposes to create the UI side of a network-based hierarchical viewer to visualize gene annotation at various levels of systems organization, including: gene-gene interactions, cell type, disease, and known drug targets.",[],[]
22, ROS2-RADI and Multi-robot Amazon warehouse exercise in web-based template for ROS2 ,JdeRobot's Robotics-Academy has the Single and Multi-robot Amazon Warehouse exercises implemented for the gzweb version using ROS2. I would..., Siddharth Saha (trunc8) ," Mentor  Pankhuri Vanjani, Shreyas Gokhale ", Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2021/projects/5405714226348032,https://theroboticsclub.github.io/gsoc2021-Siddharth_Saha/milestones/2021/08/21/final-report,No,Yes,JdeRobot's Robotics-Academy has the Single and Multi-robot Amazon Warehouse exercises implemented for the gzweb version using ROS2. I would accomplish the following advancements over the summer: Construct a RADI for ROS2 Foxy; Extend the warehouse exercises to the web-based template; Leverage Navigation2 features to improve the solution to the Multi-robot exercise.,"['https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/pull/3', 'https://github.com/JdeRobot/CustomRobots/pull/80', 'https://github.com/JdeRobot/CustomRobots/pull/82', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1046', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1047', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1074', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1094', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1184', 'https://github.com/shreyasgokhale/aws-robomaker-small-warehouse-world/pull/1', 'https://github.com/JdeRobot/CustomRobots/pull/92', 'https://github.com/JdeRobot/CustomRobots/pull/94', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1074', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1094', 'https://github.com/JdeRobot/RoboticsAcademy/pull/1184']","['https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/2', 'https://github.com/JdeRobot/CustomRobots/issues/79', 'https://github.com/JdeRobot/CustomRobots/issues/81', 'https://github.com/JdeRobot/RoboticsAcademy/issues/1045', 'https://github.com/JdeRobot/RoboticsAcademy/issues/1045', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/5', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/7', 'https://github.com/JdeRobot/RoboticsAcademy/issues/796', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/6', 'https://github.com/JdeRobot/RoboticsAcademy/issues/801', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/8', 'https://github.com/JdeRobot/RoboticsAcademy/issues/1126', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/10', 'https://github.com/JdeRobot/CustomRobots/issues/91', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/10', 'https://github.com/JdeRobot/CustomRobots/issues/93', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/12', 'https://github.com/TheRoboticsClub/gsoc2021-Siddharth_Saha/issues/13']"
23, Object Centric Data Storage PDC_Ceph Rados Integration ,"In this project, I am working on integrating the Proactive data Containers with Ceph Rados with the help of Configuring the librados (Library file...", Mishal Singhai , Mentor  Suren Byna ," Organization  Center for Research in Open Source Software, UC Santa Cruz ",/archive/2021/projects/5409610801872896,https://github.com/Mikeflames/pdc/wiki/Final-Report-of-Google-Summer-of-Code-2021-@-CROSS,No,Yes,"In this project, I am working on integrating the Proactive data Containers with Ceph Rados with the help of Configuring the librados (Library file which allows us to access RADOS) as the RADOS object storage layer within Ceph is an ideal target for storing PDC objects. To develop the commands to map PDC objects with Ceph Objects, Read/Write the objects of the Proactive Data Containers to the RADOS pools. A PDC is a container of objects, where the objects are managed by PDC services and are placed in any level of the storage hierarchy (i.e., NVRAM, disk, tape, etc.).It Stores Scientific Data in an Object-Oriented manner.","['https://github.com/hpc-io/pdc/pull/42', 'https://github.com/hpc-io/pdc/pull/42/files#diff-877c02e3c8e3485b223030644b5c07ffbdd12bdbd3060b9aaadcd94088a03912', 'https://github.com/hpc-io/pdc/pull/42/files#diff-00c3a3a57ea490bbc0ef8393749e5def1233e2cb319e758f61b0a7244075b5a4']",[]
24, Introduce Support for Displaying Copyright Licenses ,This project aims to introduce support for displaying the Copyright Licenses of the third-party Maven dependencies used to build the Oppia-Android..., Abhay Garg ," Mentor  Rajat Talesra, Pulkit Aggarwal ", Organization  Oppia Foundation ,/archive/2021/projects/5415259354955776,https://medium.com/@prayutsu/google-summer-of-code-2021-oppia-7cb7588667ec,No,No,"This project aims to introduce support for displaying the Copyright Licenses of the third-party Maven dependencies used to build the Oppia-Android application. The implementation involves creating Kotlin scripts to compile the list of Maven Dependencies via Bazel query and Bazel Maven artifacts pinning mechanism, extracting the links to the Copyright Licenses of the Maven Dependencies from the POM files, and then generating a resource XML file that contains the dependencies' names, version, and their license texts. A new UI is also introduced to display the list of maven dependencies and their licenses.",[],[]
25, (Live) listener statistics for Icecast ,Icecast supports writing a basic access.log that includes client information as well as connection time. An analytical interface will be implemented..., Rohit Verma , Mentor  TD-Linux , Organization  Xiph.Org Foundation ,/archive/2021/projects/5418481184407552,https://gist.github.com/refactor-droidyy/bf73b866e18f943a653a74d0ca392d31,No,Yes,Icecast supports writing a basic access.log that includes client information as well as connection time. An analytical interface will be implemented that will make the server and source-specific data more meaningful.,[],[]
26, Parallelization of existing modules for GRASS GIS ,"The project focuses on parallelizing existing modules that can benefit from parallelization with OpenMP, such as r.neighbors, r.mfilter, r.univar,...", Aaron Saw Min Sern ," Mentor  Huidae Cho, Vaclav Petras, Māris Nartišs ", Organization  OSGeo - Open Source Geospatial Foundation ,/archive/2021/projects/5418858269114368,https://aaronsms.github.io/gsoc/2021.html,No,No,"The project focuses on parallelizing existing modules that can benefit from parallelization with OpenMP, such as r.neighbors, r.mfilter, r.univar, r.texture etc.",[],[]
